time;s3;s5;s18
2020-07-10;0.2708571428571425;0.3905882352941179;0.7100000000000006
2020-07-11;0.25242857142857145;0.39000000000000035;0.7100000000000006
2020-07-12;0.238857142857143;0.38955223880597045;0.7100000000000006
2020-07-13;0.23285714285714318;0.38061538461538447;0.7100000000000006
2020-07-14;0.2260869565217394;0.38000000000000006;0.7058823529411766
2020-07-15;0.22507246376811615;;
2020-07-16;0.221714285714286;;
2020-07-17;0.2172058823529415;;
2020-07-18;0.21573529411764739;;
2020-07-19;0.21710144927536265;;
2020-07-20;0.222769230769231;;
2020-07-21;0.22391304347826108;;
2020-07-22;0.2435294117647059;;
2020-07-23;0.25884057971014496;;
2020-07-24;0.25455882352941167;;
2020-07-25;0.25521739130434784;;
2020-07-26;0.24072463768115962;;
2020-07-27;0.23485294117647088;;
2020-07-28;0.2323529411764709;;
2020-07-29;0.23014492753623214;;
2020-07-30;0.2282352941176473;;
2020-07-31;0.22782608695652204;;
2020-08-01;0.22318840579710172;;
2020-08-02;0.22420289855072487;;
2020-08-03;0.2218840579710148;;
2020-08-04;0.21608695652173948;;
2020-08-05;0.21333333333333374;;
2020-08-06;0.21260869565217433;;
2020-08-07;0.20823529411764743;;
2020-08-08;0.2039130434782606;;
2020-08-09;0.20565217391304388;;
2020-08-10;0.21159420289855113;;
2020-08-11;0.20910000000000023;;
2020-08-12;0.20679710144927554;;
2020-08-13;0.20569565217391322;;
2020-08-14;0.20563235294117643;;
2020-08-15;0.20813043478260868;;
2020-08-16;0.2119428571428571;;
2020-08-17;0.20905797101449286;;
2020-08-18;0.2056714285714287;;
2020-08-19;0.20155072463768114;;
2020-08-20;0.20252857142857153;;
2020-08-21;0.20671014492753642;;
2020-08-22;0.4663382352941179;;
2020-08-23;0.7243823529411764;;
2020-08-24;0.7205942028985506;;
2020-08-25;0.7148714285714287;;
2020-08-26;0.7137391304347829;;
2020-08-27;0.7101142857142858;;
2020-08-28;0.7049295774647886;;
2020-08-29;0.7087142857142861;;
2020-08-30;0.7118550724637683;;
2020-08-31;0.7082142857142859;;
2020-09-01;0.7069285714285715;;
2020-09-02;0.7093142857142857;;
2020-09-03;0.709782608695652;;
2020-09-04;0.7137826086956522;;
2020-09-05;0.7163188405797107;;
2020-09-06;0.7144347826086956;;
2020-09-07;0.7075428571428571;;
2020-09-08;0.7086666666666666;;
2020-09-09;0.7077571428571434;;
2020-09-10;0.7030289855072465;;
2020-09-11;0.7005000000000001;;
2020-09-12;0.7026857142857142;;
2020-09-13;0.7035000000000005;;
2020-09-14;0.7048695652173912;;
2020-09-15;0.7044927536231885;;
2020-09-16;0.7032753623188405;;
2020-09-17;0.6999857142857149;;
2020-09-18;0.6991014492753627;;
2020-09-19;0.6958428571428577;;
2020-09-20;0.6948405797101446;;
2020-09-21;0.6956231884057972;;
2020-09-22;0.6953333333333332;;
